member,field_path,dtype,shape,size,missing_or_nonfinite,numeric_min,numeric_max,candidate_role
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#21/LR1865SZ_first20cycle210112_001_7.xlsx,记录表.Voltage(V),float64,320485,320485,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#21/LR1865SZ_first20cycle210112_001_7.xlsx,记录表.Energy(Wh),float64,320485,320485,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#21/LR1865SZ_first20cycle210112_001_7.xlsx,记录表.Temperature(℃),float64,320485,320485,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#21/LR1865SZ_first20cycle210112_001_7.xlsx,记录表.Date_Time,datetime64[ns],320485,320485,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#21/LR1865SZ_first20cycle210112_001_7.xlsx,记录表.Cycle_Index,int64,320485,320485,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Data_Point,int64,235592,235592,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Test_Time(s),object,235592,235592,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Current(A),float64,235592,235592,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Capacity(Ah),float64,235592,235592,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Voltage(V),float64,235592,235592,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Energy(Wh),float64,235592,235592,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Temperature(℃),float64,235592,235592,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Date_Time,datetime64[ns],235592,235592,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_cycles210108_002_1.xlsx,记录表.Cycle_Index,int64,235592,235592,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Data_Point,int64,320250,320250,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Test_Time(s),object,320250,320250,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Current(A),float64,320250,320250,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Capacity(Ah),float64,320250,320250,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Voltage(V),float64,320250,320250,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Energy(Wh),float64,320250,320250,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Temperature(℃),float64,320250,320250,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Date_Time,datetime64[ns],320250,320250,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#24/LR1865SZ_first20cycle210104_002_1.xlsx,记录表.Cycle_Index,int64,320250,320250,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Data_Point,int64,280394,280394,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Test_Time(s),object,280394,280394,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Current(A),float64,280394,280394,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Capacity(Ah),float64,280394,280394,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Voltage(V),float64,280394,280394,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Energy(Wh),float64,280394,280394,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Temperature(℃),float64,280394,280394,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Date_Time,datetime64[ns],280394,280394,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_cycles210120_002_2.xlsx,记录表.Cycle_Index,int64,280394,280394,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Data_Point,int64,319969,319969,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Test_Time(s),object,319969,319969,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Current(A),float64,319969,319969,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Capacity(Ah),float64,319969,319969,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Voltage(V),float64,319969,319969,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Energy(Wh),float64,319969,319969,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Temperature(℃),float64,319969,319969,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Date_Time,datetime64[ns],319969,319969,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#25/LR1865SZ_first20cycle210116_002_2.xlsx,记录表.Cycle_Index,int64,319969,319969,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Data_Point,int64,274723,274723,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Test_Time(s),object,274723,274723,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Current(A),float64,274723,274723,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Capacity(Ah),float64,274723,274723,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Voltage(V),float64,274723,274723,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Energy(Wh),float64,274723,274723,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Temperature(℃),float64,274723,274723,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Date_Time,datetime64[ns],274723,274723,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_cycles201226_002_2.xlsx,记录表.Cycle_Index,int64,274723,274723,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Data_Point,int64,319173,319173,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Test_Time(s),object,319173,319173,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Current(A),float64,319173,319173,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Capacity(Ah),float64,319173,319173,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Voltage(V),float64,319173,319173,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Energy(Wh),float64,319173,319173,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Temperature(℃),float64,319173,319173,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Date_Time,datetime64[ns],319173,319173,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#27/LR1865SZ_first20cycle201222_002_2.xlsx,记录表.Cycle_Index,int64,319173,319173,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Data_Point,int64,238480,238480,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Test_Time(s),object,238480,238480,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Current(A),float64,238480,238480,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Capacity(Ah),float64,238480,238480,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Voltage(V),float64,238480,238480,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Energy(Wh),float64,238480,238480,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Temperature(℃),float64,238480,238480,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Date_Time,datetime64[ns],238480,238480,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_cycles210108_002_2.xlsx,记录表.Cycle_Index,int64,238480,238480,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Data_Point,int64,323031,323031,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Test_Time(s),object,323031,323031,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Current(A),float64,323031,323031,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Capacity(Ah),float64,323031,323031,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Voltage(V),float64,323031,323031,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Energy(Wh),float64,323031,323031,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Temperature(℃),float64,323031,323031,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Date_Time,datetime64[ns],323031,323031,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#28/LR1865SZ_first20cycle210104_002_2.xlsx,记录表.Cycle_Index,int64,323031,323031,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Data_Point,int64,208393,208393,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Test_Time(s),object,208393,208393,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Current(A),float64,208393,208393,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Capacity(Ah),float64,208393,208393,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Voltage(V),float64,208393,208393,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Energy(Wh),float64,208393,208393,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Temperature(℃),float64,208393,208393,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Date_Time,datetime64[ns],208393,208393,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_cycles201228_001_1.xlsx,记录表.Cycle_Index,int64,208393,208393,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Data_Point,int64,314621,314621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Test_Time(s),object,314621,314621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Current(A),float64,314621,314621,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Capacity(Ah),float64,314621,314621,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Voltage(V),float64,314621,314621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Energy(Wh),float64,314621,314621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Temperature(℃),float64,314621,314621,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Date_Time,datetime64[ns],314621,314621,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#3/LR1865SZ_first20cycle201224_001_1.xlsx,记录表.Cycle_Index,int64,314621,314621,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Data_Point,int64,273980,273980,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Test_Time(s),object,273980,273980,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Current(A),float64,273980,273980,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Capacity(Ah),float64,273980,273980,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Voltage(V),float64,273980,273980,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Energy(Wh),float64,273980,273980,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Temperature(℃),float64,273980,273980,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Date_Time,datetime64[ns],273980,273980,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_cycles201226_002_3.xlsx,记录表.Cycle_Index,int64,273980,273980,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Data_Point,int64,316903,316903,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Test_Time(s),object,316903,316903,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Current(A),float64,316903,316903,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Capacity(Ah),float64,316903,316903,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Voltage(V),float64,316903,316903,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Energy(Wh),float64,316903,316903,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Temperature(℃),float64,316903,316903,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Date_Time,datetime64[ns],316903,316903,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#30/LR1865SZ_first20cycle201222_002_3.xlsx,记录表.Cycle_Index,int64,316903,316903,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Data_Point,int64,231972,231972,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Test_Time(s),object,231972,231972,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Current(A),float64,231972,231972,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Capacity(Ah),float64,231972,231972,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Voltage(V),float64,231972,231972,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Energy(Wh),float64,231972,231972,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Temperature(℃),float64,231972,231972,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Date_Time,datetime64[ns],231972,231972,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_cycles210107_002_3.xlsx,记录表.Cycle_Index,int64,231972,231972,0,1.0,101.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Data_Point,int64,315079,315079,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Test_Time(s),object,315079,315079,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Current(A),float64,315079,315079,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Capacity(Ah),float64,315079,315079,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Voltage(V),float64,315079,315079,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Energy(Wh),float64,315079,315079,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Temperature(℃),float64,315079,315079,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Date_Time,datetime64[ns],315079,315079,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#31/LR1865SZ_first20cycle210103_002_3.xlsx,记录表.Cycle_Index,int64,315079,315079,0,1.0,21.0,physical_cycle_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Data_Point,int64,231092,231092,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Test_Time(s),object,231092,231092,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Current(A),float64,231092,231092,0,,,current_or_rate_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Capacity(Ah),float64,231092,231092,0,,,capacity_candidate
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Voltage(V),float64,231092,231092,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Energy(Wh),float64,231092,231092,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Temperature(℃),float64,231092,231092,0,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Date_Time,datetime64[ns],231092,231092,,,,other
kw34hhw7xg-3/Cycled with Arbitrary Uses Profiles/#33/LR1865SZ_cycles210102_002_4.xlsx,记录表.Cycle_Index,int64,231092,231092,0,1.0,101.0,physical_cycle_candidate
